id,area,available_icu_beds_with_ventilator,pincode,district,last_updated_date,total_beds_without_oxygen,available_beds_without_oxygen,total_icu_beds_without_ventilator,total_beds_with_oxygen,hospital_phone,last_updated_time,hospital_name,available_icu_beds_without_ventilator,total_icu_beds_with_ventilator,available_beds_with_oxygen,hospital_address,last_updated_on
122,Adilabad,0,504001,Adilabad,28/04/2021,13,13,-1,5,9490226020,01:36:49 PM,JEEVAN JYOTHI HOSPITAL,-1,0,5,"Vidya Nagar, Adilabad(U), Telangana 504001, India",1619597209000
123,Rajanna,0,505301,Rajanna,28/04/2021,8,8,-1,2,9701502901,03:50:22 PM,KARTHIKEYA HOSPITAL,-1,0,2,"Sardar Nagar, Shanti Nagar, Sircilla, Telangana 505301, India",1619605222000
124,Adilabad,0,504001,Adilabad,02/05/2021,8,8,-1,2,9440035441,12:15:17 PM,MADHAVA HOSPITAL ,-1,0,2,"chitra associates dwarakanagar, Hameed Pura, Bhuktapur, Telangana 504001, India",1619937917000
125,Adilabad,0,504001,Adilabad,27/04/2021,18,18,-1,2,9440422418,11:11:10 AM,MAMATHA HOSPITAL,-1,0,2,"Adilabad, NH-44, Ichoda Main Road, Adilabad, Vidya Nagar, Adilabad(U), Telangana 504001, India",1619502070000
126,Adilabad,0,504001,Adilabad,28/04/2021,8,0,-1,0,8884170980,04:17:47 PM,NAKSHATRA HOSPITAL ,-1,6,0,"4-5-474/1, Bhuktapur, Telangana 504001, India",1619606867000
127,Adilabad,3,504001,Adilabad,30/04/2021,7,6,-1,3,9908943787,01:40:23 PM,PRAGATHI HOSPITAL,-1,3,3,"Unnamed Road,, Khoja Colony, Adilabad(U), Telangana 504001, India",1619770223000
128,Adilabad,0,504001,Adilabad,22/04/2021,8,8,-1,2,9951984577,12:47:53 PM,RAJ HOSPITAL ,-1,0,2,"Adilabad, NH-44, Ichoda Main Road, Adilabad, Vidya Nagar, Adilabad(U), Telangana 504001, India",1619075873000
129,Adilabad,0,504001,Adilabad,28/04/2021,15,15,-1,5,9441865322,01:24:09 PM,"SACHI NURSING HOME AND DIAGNOSTIC CENTRE, ECG AND X- RAY CENTRE",-1,0,5,"Mahalaxmiwada, Adilabad(U), Telangana 504001, India",1619596449000
130,Adilabad,0,504001,Adilabad,01/05/2021,16,16,-1,2,7893908061,08:31:46 AM,"SANSA GASTRO, LIVER, SKIN HOSPITAL",-1,0,2,"Dwaraka Nagar, Ravindra Nagar Colony, Adilabad(U), Telangana 504001, India",1619838106000
131,Adilabad,0,504001,Adilabad,28/04/2021,13,13,-1,2,9493600533,01:23:31 PM,SEVA HOSPITAL AND KIDNEY CENTER AND DIAGNOSTIC CENTER AND X- RAY,-1,0,2,"4-3, 58/1, BUS STAND ROAD, opp. RAVI TEJA HOTEL, Old Housing Board Colony, Ravindra Nagar Colony, Adilabad(U), Telangana 504001, India",1619596411000
132,Adilabad,0,504001,Adilabad,01/05/2021,4,4,-1,1,9177385157,01:40:12 PM,SHARADA NURSING HOME,-1,0,1,"Dwaraka Nagar, Ravindra Nagar Colony, Adilabad(U), Telangana 504001, India",1619856612000
133,Adilabad,0,504001,Adilabad,27/04/2021,18,18,-1,2,9666581399,03:59:43 PM,SHIVAPRIYA NURSING HOME,-1,0,2,"3-7-29/c,shivaji chowk,chincharawada Station, road, Mahalaxmiwada, Adilabad(U), Telangana 504001, India",1619519383000
134,Adilabad,0,504001,Adilabad,30/04/2021,18,18,-1,2,8008040081,03:47:30 PM,SHREE BALAJI HOSPITAL,-1,0,2,"Adilabad, NH-44, Ichoda Main Road, Adilabad, Vidya Nagar, Adilabad(U), Telangana 504001, India",1619777850000
135,Adilabad,1,504001,Adilabad,02/05/2021,6,2,-1,6,9491841390,11:58:19 AM,SHREE CRITICAL CARE HOSPITAL,-1,8,2,"BHUKTHAPUR ,, beside NATRAJ THEATRE, Old Housing Board Colony, Ravindra Nagar Colony, Adilabad(U), Telangana 504001, India",1619936899000
136,Adilabad,1,504001,Adilabad,02/05/2021,10,2,-1,3,9505023964,09:35:57 AM,SHRI GAJANAN HOSPITAL AND INTENSIVE CARE UNIT,-1,6,0,"Mahalaxmiwada, Adilabad(U), Telangana 504001, India",1619928357000
137,Adilabad,0,504001,Adilabad,28/04/2021,15,15,-1,4,8328154350,04:36:49 PM,SHRI GAJANAN MATERNITY AND NURSING HOME ,-1,0,4,"Mahalaxmiwada, Adilabad(U), Telangana 504001, India",1619608009000
138,Adilabad,0,504001,Adilabad,01/05/2021,18,18,-1,2,9866334840,05:02:37 PM,SNEHA NURSING HOME,-1,0,2,"4-3-68/2, Hameed Pura, Bhuktapur, Telangana 504001, India",1619868757000
139,Adilabad,0,504001,Adilabad,01/05/2021,18,18,-1,2,9959911299,10:57:21 AM,"SRAVYA NURSING HOME,",-1,0,2,"Vidya Nagar, Adilabad(U), Telangana 504001, India",1619846841000
140,Adilabad,0,504001,Adilabad,29/04/2021,8,8,-1,2,9951065152,10:04:02 AM,SRI RAMA NURSING HOME,-1,0,2,"Bhuktapur, Telangana 504001, India",1619670842000
141,Adilabad,0,504001,Adilabad,01/05/2021,8,8,-1,2,9908900550,02:36:29 PM,SRI SRI RAGHAVENDRA NURSING HOME,-1,0,2,"6-8-60/1, Bhuktapur, Telangana 504001, India",1619859989000
142,Adilabad,0,504001,Adilabad,30/04/2021,8,8,-1,2,9849543364,04:45:32 PM,SRI VENKATESHWARA CHILDREN’S CLINIC AND DIAGNOSTIC CENTER.,-1,0,2,"Adilabad - Nagpur Rd, Ravindra Nagar Colony, Adilabad(U), Telangana 504001, India",1619781332000
143,Adilabad,0,504001,Adilabad,19/04/2021,8,8,-1,2,8187037035,06:18:20 PM,SUJATHA MATERNITY AND SURGICAL NURSING HOME,-1,0,2,"Road, 4-3, 73/1, Netaji Chowk, Ponnar, Ravindra Nagar Colony, Adilabad(U), Telangana 504001, India",1618836500000
144,Adilabad,0,504001,Adilabad,01/05/2021,8,8,-1,2,8341110011,08:33:00 PM,TIRUMALA HOSPITAL,-1,0,2,"Dwaraka Nagar, Ravindra Nagar Colony, Adilabad(U), Telangana 504001, India",1619881380000
145,Adilabad,0,504001,Adilabad,28/04/2021,8,8,-1,2,9393272277,03:57:19 PM,TULASI HOSPITAL,-1,0,2,"Adilabad, NH-44, Ichoda Main Road, Adilabad, Vidya Nagar, Adilabad(U), Telangana 504001, India",1619605639000
146,Adilabad,0,504001,Adilabad,28/04/2021,6,6,-1,1,9849878635,04:35:02 PM,UPENDRA GENERAL HOSPITAL,-1,4,0,"Adilabad - Nagpur Rd, Ravindra Nagar Colony, Adilabad(U), Telangana 504001, India",1619607902000
147,Adilabad,0,504001,Adilabad,28/04/2021,8,8,-1,2,9848797507,02:46:23 PM,VAIBHAVI HOSPITAL ,-1,0,2,"Vidya Nagar, Adilabad(U), Telangana 504001, India",1619601383000
148,Adilabad,0,504001,Adilabad,28/04/2021,8,8,-1,2,9849072897,01:49:36 PM,VENKATESHWARA CHILDREN’S CLINIC ,-1,0,2,"Adilabad - Nagpur Rd, Ravindra Nagar Colony, Adilabad(U), Telangana 504001, India",1619597976000
149,Adilabad,0,504001,Adilabad,28/04/2021,8,8,-1,2,9849287515,06:08:05 AM,VIGNESHWARA ORTHOPEDIC AND MATERNITY HOSPITAL,-1,0,2,"near Vinayak Chowk, Shanti Nagar, Adilabad(U), Telangana 504001, India",1619570285000
150,Adilabad,0,504001,Adilabad,29/04/2021,13,13,-1,2,9908719345,09:24:27 AM,VIJAYA NURSING HOME,-1,0,2,"Dwaraka Nagar, Ravindra Nagar Colony, Adilabad(U), Telangana 504001, India",1619668467000
151,Badradri,10,507101,Badradri,29/04/2021,24,20,-1,12,9848316248,08:42:29 AM,AMRUTHA MULTI SPECIALITY AND CRITICAL CARE HOSPITAL,-1,14,12,"Beside Bhadradri Co-operative Bank, Medara Basti Road, Srinagar, Kothagudem, Telangana 507101, India",1619665949000
152,Badradri,6,507117,Badradri,02/05/2021,6,2,-1,12,--,11:03:41 AM,ANU MULTI SUPER SPECIALITY HOSPITAL PALVANCAH,-1,6,11,"Manuguru Main Rd, opposite Old Petrol Bunk, Pilot Colony, Manuguru (PT), Telangana 507117, India",1619933621000
153,Badradri,4,507111,Badradri,28/04/2021,8,8,-1,4,9966833399,12:58:52 PM,"AROGGYA HOSPITAL, BHADRACHALAM",-1,6,4,"Medical Colony, Bhadrachalam, Telangana 507111, India",1619594932000
154,Badradri,0,507101,Badradri,02/05/2021,0,0,-1,4,9100337798,10:37:10 AM,NIKHITHA HOSPITAL - BHADRADRI KOTHAGUDEM,-1,6,0,"6-7-52/53,Beside bhadradri bank, Parvathidevi hospital road, Srinagar, Medara Basti, Kothagudem, Telangana 507101, India",1619932030000
155,Badradri,3,507111,Badradri,02/05/2021,7,7,-1,6,9746498328,01:15:12 PM,"PRABHA SHANKAR HOSPITAL, BHADRACHALAM",-1,3,5,"Ashok Nagar Colony, Bhadrachalam, Telangana 507111, India",1619941512000
156,Badradri,4,507101,Badradri,02/05/2021,3,3,-1,10,--,02:11:54 PM,"PRAVEEN EMERGENCY AND MULTI SPECILITY HOSPITAL, MEDARBASTHI KOTHAGUDEM",-1,7,4,"6-7-52/53,Beside bhadradri bank, Parvathidevi hospital road, Srinagar, Medara Basti, Kothagudem, Telangana 507101, India",1619944914000
157,Badradri,7,507101,Badradri,27/04/2021,5,3,-1,10,9989266574,11:04:13 AM,SANKALPA MULTI SPECIALITY HOSPITAL,-1,7,9,"Coolie Ln, Coolie Lane, Hanuman Basthi, Kothagudem, Telangana 507101, India",1619501653000
158,Badradri,0,,Badradri,02/05/2021,4,3,-1,6,--,01:04:41 PM,SRI BALAJI CHEST AND DIABETES,-1,0,6,,1619940881000
159,Badradri,1,507101,Badradri,28/04/2021,1,0,-1,4,9848222512,12:57:55 PM,SRI LALITA PADMAVATI NURSING HOME,-1,2,0,"M G Rd, Ganesh Basthi, Srinagar, Hanuman Basthi, Kothagudem, Telangana 507101, India",1619594875000
160,Hyderabad,0,500060,Hyderabad,02/05/2021,8,0,-1,0,9391653419,08:17:57 AM,AAYUSH MULTISPECIALITY HOSPITAL - DILSUKNAGAR,-1,10,0,"Gaddiannaram, Hyderabad, Telangana 500060, India",1619923677000
161,Hyderabad,0,500001,Hyderabad,02/05/2021,5,1,-1,20,9985175197,08:49:51 AM,ADITHYA HOSPITAL - BOGGULAKUNTA,-1,8,0,"4-1-16, Tilak Rd, Bogulkunta, Abids, Hyderabad, Telangana 500001, India",1619925591000
162,Hyderabad,0,500005,Hyderabad,02/05/2021,4,0,-1,7,9550297717,07:40:59 AM,AL-ARIF GENERAL HOSPITAL ,-1,0,0,"Noorinagar, Bandlaguda near Dargah Syed Noorishah sahaboori Shah Sahab, Noori Nagar, Chandrayangutta, Hyderabad, Telangana 500005, India",1619921459000
163,Hyderabad,15,500002,Hyderabad,02/05/2021,25,25,-1,10,9666995296,12:16:34 PM,"ALPHA SUPER SPECIALITY HOSPITAL, ",-1,15,10,"23 - 1 - 955, Near MCH Swimming Pool, Moghalpura, Moghalpura, Hyderabad, Telangana 500002, India",1619937994000
164,Hyderabad,0,500034,Hyderabad,02/05/2021,25,0,-1,5,9100900279,06:52:24 AM,ANKURA HOSPITAL - BANJARA HILLS,-1,20,0,"#8-2, 686/B, Rd Number 12, NBT Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",1619918544000
165,Hyderabad,0,500029,Hyderabad,02/05/2021,18,12,-1,0,9247342832,02:04:17 PM,ANURAG REHABILITATION CENTRE - NAMPALLY,-1,0,0,"Door No. 1-2-365/36/4/3, Rama Krishna Math Road, beside Saivani Nursing Home, Valmiki Nagar, Domalguda, Himayatnagar, Hyderabad, Telangana 500029, India",1619944457000
166,Hyderabad,0,500029,Hyderabad,02/05/2021,0,0,-1,26,9849744721,12:54:40 PM,APOLLO HOSPITAL - HYDERGUDA,-1,14,0,"Plot No. 3-5-836 to 838, Near, Old MLA Quarters Rd, Old MLA Quarters, King Koti, Hyderguda, Telangana 500029, India",1619940280000
167,Hyderabad,0,500058,Hyderabad,02/05/2021,3,0,-1,25,9391031601,12:44:58 PM,APOLLO HOSPITALS ENTERPRISE LTD DRDO,-1,14,0,"DMRL Cross Rd, Kanchan Bagh, Hyderabad, Telangana 500058, India",1619939698000
168,Hyderabad,0,500033,Hyderabad,02/05/2021,10,0,-1,122,9849637920,08:14:48 AM,APOLLO HOSPITALS ENTERPRISES LTD JUBILEE HILLS,-1,64,0,"11, 2, Jubilee Hills, Hyderabad, Telangana 500033, India",1619923488000
169,Hyderabad,0,500003,Hyderabad,02/05/2021,30,0,-1,22,9390094515,08:06:10 AM,APOLLO HOSPITALS - SECUNDERABAD,-1,7,0,"Pollicetty Towers, St. John's Road, beside Keyes High School, Regimental Bazaar, Shivaji Nagar, Secunderabad, Telangana 500003, India",1619922970000
170,Hyderabad,0,500090,Hyderabad,02/05/2021,200,184,-1,30,9246240001,09:52:28 AM,"APOLLO INST. OF MEDICAL SCIENCES & RESEARCH, APOLLO HOSPITAL CAMPUS, HYDERABAD",-1,19,0,"Apollo health City Campus, Road No.92, Jubilee Hills, Film Nagar, Hyderabad, Telangana 500090, India",1619929348000
171,Hyderabad,0,,Hyderabad,01/05/2021,0,0,-1,15,--,09:36:23 PM,"APOORVA HOSPITAL, ",-1,0,0,,1619885183000
172,Hyderabad,0,500038,Hyderabad,02/05/2021,0,0,-1,46,9177700125,07:19:56 AM,ASTER PRIME HOSPITAL,-1,34,0,"Plot No 4, HMDA Maitrivanam, Satyam Theatre Rd, beside Blue Fox Hotel, East Srinivas Nagar Colony, Srinivasa Nagar, Ameerpet, Hyderabad, Telangana 500038, India",1619920196000
173,Hyderabad,0,500082,Hyderabad,02/05/2021,10,3,-1,14,9849984735,07:44:14 AM,ASVINS HOSPITAL - SOMAJIGUDA,-1,16,0,"Asvins Speciality Hospitals 6-3-903/A&B, Raj Bhavan Rd, Durga Nagar Colony, Somajiguda, Hyderabad, Telangana 500082, India",1619921654000
174,Hyderabad,0,500034,Hyderabad,02/05/2021,6,0,-1,17,9848011421,12:15:28 PM,"BASAVATARAKAM INDO AMERICAN CANCER HOSPITAL AND RESEARCH INSTITUTE, HYDERABAD",-1,2,0,"Road No. 10, IAS Officers Quaters, Nandi Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",1619937928000
175,Hyderabad,0,500028,Hyderabad,02/05/2021,4,0,-1,5,9399952715,09:50:08 AM,BLISS HOSPITAL,-1,4,0,"12,2,831/1, Opp. Peace Plaza, Hill Colony, Viswash Nagar, Mehdipatnam, Hyderabad, Telangana 500028, India",1619929208000
176,Hyderabad,0,500034,Hyderabad,02/05/2021,20,0,-1,76,9956069034,12:02:54 PM,CARE HOSPITALS BANJARAHILLS ,-1,64,0,"Rd Number 1, Prem Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",1619937174000
177,Hyderabad,0,500020,Hyderabad,02/05/2021,0,0,-1,8,9466574429,07:04:51 AM,CARE HOSPITALS MUSHIRABAD,-1,22,0,"1-4-908/7/1, Musheerabad Main Rd, near Raja Deluxe Theatre, Musheerabad, Bakaram, Kavadiguda, Hyderabad, Telangana 500020, India",1619919291000
178,Hyderabad,0,500001,Hyderabad,02/05/2021,0,0,-1,34,7331126430,12:51:06 PM,CARE HOSPITALS- NAMPALLY ,-1,19,0,"Exhibition Grounds, Road, Chandra Vihar, Old Kattal Mandi, Nampally, Hyderabad, Telangana 500001, India",1619940066000
179,Hyderabad,0,500034,Hyderabad,02/05/2021,18,0,-1,34,9989143340,08:02:14 AM,CENTURY HOSPITAL - BANJARA HILLS,-1,39,0,"Rd Number 12, Bhola Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",1619922734000
180,Hyderabad,0,500034,Hyderabad,02/05/2021,30,1,-1,30,9160019361,07:19:46 AM,CITI NEURO CENTRE (A UNIT OF HYDERABAD INSTITUTE OF NEURO SCIENCES PVT LTD) ,-1,13,0,"Rd Number 12, near Shri Jagannath Temple, Venkateswara Colony, Banjara Hills, Hyderabad, Telangana 500034, India",1619920186000
181,Hyderabad,0,500016,Hyderabad,02/05/2021,10,1,-1,8,08042784140,07:29:17 AM,"CURE REHAB, PHYSIOTHERAPY POST HOSPITALIZATION REHABLITATION ",-1,2,0,"H.NO: 7-1-22/5,Venkatrambagh,Opp. Lifestyle Lane, beside M.R. Book Center, Leelanagar, Begumpet, Hyderabad, Telangana 500016, India",1619920757000
182,Hyderabad,0,,Hyderabad,01/05/2021,0,0,-1,0,--,10:35:12 PM,DECCAN COLLEGE OF MEDICAL SCIENCES-KANCHANBAGH,-1,10,0,,1619888712000
183,Hyderabad,0,,Hyderabad,02/05/2021,20,10,-1,10,9100134141,09:17:02 AM,Dharani Multi Speciality Hospital-Mehdipanam,-1,10,0,,1619927222000
184,Hyderabad,0,500028,Hyderabad,02/05/2021,10,1,-1,10,8008123708,12:00:31 PM,DR.NOSHINAS  NOBLE HOSPITAL ,-1,5,0,"Asif Nagar Rd, Feroz Gandhi Nagar, Indira Nagar, Asif Nagar North, Hyderabad, Telangana 500028, India",1619937031000
185,Hyderabad,0,500044,Hyderabad,02/05/2021,9,0,-1,0,--,06:30:34 AM,DURGABAI DESHMUKH HOSPITAL - VIDYA NAGAR,-1,21,0,"1-9-27, Osmania University Rd, Vidya Nagar, Adikmet, Hyderabad, Telangana 500044, India",1619917234000
186,Hyderabad,0,500004,Hyderabad,02/05/2021,20,0,-1,18,9849690680,08:00:52 AM,GLOBAL GLENEAGLES HOSPITAL - HYDERABAD,-1,12,0,"6-1-1040/1 to 4, Lakdikapul, Hyderabad, Telangana 500004, India",1619922652000
187,Hyderabad,0,,Hyderabad,01/05/2021,10,0,-1,10,9849055293,06:38:43 PM,"GSN Hospital-Sr Nagar,Hyderabad",-1,5,0,,1619874523000
188,Hyderabad,0,500036,Hyderabad,01/05/2021,11,3,-1,4,9391012791,02:42:23 PM,"HYDERABAD MULTI SPECIALITY HOSPITAL (UNIT OF VVR HOSPITALS PVT. LTD.), ",-1,5,0,"16-2-674/11, Judges Colony, New Malakpet, Hyderabad, Telangana 500036, India",1619860343000
189,Hyderabad,0,500073,Hyderabad,02/05/2021,27,0,-1,14,9000007644,07:43:59 AM,IMAGE HOSPITALS - AMEERPET,-1,9,0,"Image Hospitals Ln, Nagarjuna Nagar colony, Yella Reddy Guda, Hyderabad, Telangana 500073, India",1619921639000
190,Hyderabad,4,500016,Hyderabad,02/05/2021,25,1,-1,18,9848050066,08:56:27 AM,INDO - US SUPERSPECIALITY HOSPITAL - AMEERPET,-1,27,0,"7-1-57/B&C, Shyam Karan Rd, Anandbagh, Ameerpet, Hyderabad, Telangana 500016, India",1619925987000
191,Hyderabad,19,500017,Hyderabad,02/05/2021,12,4,-1,10,9989692392,01:31:49 PM,INNOVA HOSPITAL - TARNAKA,-1,23,2,"#12-5-30, White House, Tarnaka - Moula Ali Road, South Lalaguda, Vijayapuri Colony, Tarnaka, Hyderabad, Telangana 500017, India",1619942509000
192,Hyderabad,0,500008,Hyderabad,30/04/2021,0,0,-1,18,8008866323,10:52:06 AM,INTEGRO HOSPITAL ,-1,12,4,"12-2-725/2, P& T CO-OP HOUSING SOCIETY, Rethibowli, Mehdipatnam, Hyderabad, Telangana 500008, India",1619760126000
193,Hyderabad,3,500063,Hyderabad,02/05/2021,20,6,-1,5,--,12:26:12 PM,"KIRLOSKAR HOSPITAL, ",-1,7,3,"No. 5-9-47/4, Bashir Bagh Opposite Old Gandhi Medical College, New MLA Quarters, Adarsh Nagar, Hyderabad, Telangana 500063, India",1619938572000
194,Hyderabad,0,500014,Hyderabad,02/05/2021,190,0,-1,250,7995888432,02:12:09 PM,"KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD, SECUNDERABAD",-1,107,0,"A-5/3, E Mazla Colony, Hashmath Gunj, Subhash Nagar, Badi Chowdi, Kachiguda, Hyderabad, Telangana 500014, India",1619944929000
195,Hyderabad,0,500029,Hyderabad,02/05/2021,2,0,-1,2,9246541363,12:59:47 PM,LAKSHMI HOSPITAL AND RESEARCH CENTRE_LLP ,-1,0,0,"3-6-191/1/1, Urdu Hall Lane,. Himayathnagar, AP State Housing Board, Himayatnagar, Hyderabad, Telangana 500029, India",1619940587000
196,Hyderabad,0,500015,Hyderabad,02/05/2021,18,0,-1,12,8520041688,06:11:38 AM,LOTUS CURE MULTI SPECIALITY HOSPITAL-HYDERABAD ,-1,18,0,"3-16-668/A, All Saints Road, Dinakar Nagar Colony, Kushalchand Colony, Trimulgherry, Secunderabad, Telangana 500015, India",1619916098000
197,Hyderabad,0,500004,Hyderabad,02/05/2021,25,0,-1,20,--,12:38:51 PM,LOTUS HOSPITAL FOR WOMEN AND CHILDREN (A UNIT OF SRI VISWA MEDICARE LTD.),-1,32,0,"D. No: 6-2-29, Lakdikapul Road, P & T Officers Colony, Chintal, Hyderabad, Telangana 500004, India",1619939331000
198,Hyderabad,4,500034,Hyderabad,02/05/2021,6,1,-1,6,9848048914,12:17:36 PM,MADHAVA NURSING HOME MULTISPECIALITY HOSPITAL - BANJARA HILLS,-1,6,0,"Rd Number 1, Prem Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",1619938056000
199,Hyderabad,0,500004,Hyderabad,02/05/2021,58,0,-1,30,--,12:44:39 PM,MAHAVIR HOSPITAL - A C GAURDS,-1,10,0,"10-1-1, Mahavir Marg, AC Guards, Lakdikapul, Hyderabad, Telangana 500004, India",1619939679000
200,Hyderabad,0,,Hyderabad,02/05/2021,300,285,-1,120,9849891212,09:22:34 AM,Mallareddy institute of medical sciences-Hyderabad,-1,55,80,,1619927554000
201,Hyderabad,5,500064,Hyderabad,02/05/2021,5,5,-1,4,9849286151,04:44:08 AM,"MOHAMMEDI MEMORIAL HOSPITAL, ",-1,10,2,"Aspire Mall, Kishan Bagh Rd, beside Bahadurpura, Bahadurpura West, Hyderabad, Telangana 500064, India",1619910848000
202,Hyderabad,0,500008,Hyderabad,02/05/2021,35,31,-1,15,--,12:10:27 PM,"MYTHRI HOSPITAL, ",-1,30,0,"Opp. Pillar No. 81, PVNR Expressway, Inner Ring Rd, Om Nagar, Maruthi Nagar, Mehdipatnam, Hyderabad, Telangana 500008, India",1619937627000
203,Hyderabad,0,500034,Hyderabad,02/05/2021,12,0,-1,13,9849705112,08:04:02 AM,NATIONAL INSTITUTE OF GASTROENTEROLOGY AND LIVER DISEASES (A UNIT OF TEJASWINI HEALTHCARE SERVICES PVT LTD.) ,-1,14,0,"plot no, 344A, Rd Number 12, Venkateswara Colony, Banjara Hills, Hyderabad, Telangana 500034, India",1619922842000
204,Hyderabad,0,,Hyderabad,02/05/2021,3,0,-1,1,88010 71236,07:31:23 AM,Naveen Reddy hospital-Hyderabad,-1,9,0,,1619920883000
205,Hyderabad,0,500009,Hyderabad,02/05/2021,10,1,-1,20,9703586000,08:02:49 AM,NAVJEEVAN HOSPITALS ,-1,25,1,"Plot No. 90, P&T Colony, Vikrampuri Colony, Karkhana, Hyderabad, Telangana 500009, India",1619922769000
206,Hyderabad,0,500003,Hyderabad,02/05/2021,27,0,-1,45,8341816161,09:00:31 AM,NAVODAYA HOSPITAL - HYDERABAD,-1,35,0,"Mashallah Building, Paradise Circle, PG Road, near Paradise Biryani | Secunderabad, Sappu Bagh Apaprtment, Jogani, Ramgopalpet, Secunderabad, Telangana 500003, India",1619926231000
207,Hyderabad,1,500073,Hyderabad,02/05/2021,8,0,-1,6,9866966778,08:09:16 AM,"NIKHIL HOSPITAL, AMEERPET",-1,18,0,"Nikhil Hospitals, Srinagar Colony Main Rd, SBH Colony, Ameerpet, Hyderabad, Telangana 500073, India",1619923156000
208,Hyderabad,0,500036,Hyderabad,02/05/2021,0,0,-1,8,8519993543,12:05:13 PM,NIKHIL HOSPITAL - DILSUKNAGAR,-1,12,0,"Gaddi Annaram Cross Road, Dilsukh Nagar Main Rd, Dilsukhnagar, Hyderabad, Telangana 500036, India",1619937313000
209,Hyderabad,0,,Hyderabad,02/05/2021,4,0,-1,56,9666919293,04:24:20 AM,OLIVE HOSPITAL,-1,18,0,,1619909660000
210,Hyderabad,0,500034,Hyderabad,02/05/2021,23,5,-1,15,9848011421,07:38:57 AM,OMEGAHOSPITALS,-1,2,0,"L/276A, Rd Number 12, MLA Colony, Banjara Hills, Hyderabad, Telangana 500034, India",1619921337000
211,Hyderabad,0,500079,Hyderabad,02/05/2021,50,50,-1,0,9502792322,07:28:48 AM,ONUS HOSPITAL ,-1,1,0,"beside Lucky Bawarchi Hotel, Bhanu Nagar Colony, Malla Reddy Nagar, Saroor Nagar East, Champapet, Telangana 500079, India",1619920728000
212,Hyderabad,1,500013,Hyderabad,02/05/2021,7,1,-1,4,9160668686,11:10:24 AM,PADMAVATHI  MEDICAL CENTRE ,-1,4,0,"2-3-512/11/12, Chenna Reddy Nagar, Amberpet, beside Padmavathi Nursing Home, Chenna Reddy Nagar, Amberpet, Hyderabad, Telangana 500013, India",1619934024000
213,Hyderabad,0,500005,Hyderabad,02/05/2021,5,3,-1,5,9963678314,08:49:11 AM,PHYSIO REHAB CARE HEALTH AND WELLNESS CENTRE ,-1,7,0,"H.no:16-8Wadi e Huda, Pahadi Shareef Rd, opp. to Indian bank, Rajendra Nagar, Quba Colony, Chandrayangutta, Hyderabad, Telangana 500005, India",1619925551000
214,Hyderabad,10,500020,Hyderabad,02/05/2021,20,14,-1,20,9100059777,02:13:24 PM,PRAJA SAI HOSPITAL,-1,10,15,"1-10-189, RTC Cross Road, SBH Colony, Praja Sai Hospital, Ashok Nagar, P & T Colony, Ashok Nagar, Himayatnagar, Hyderabad, Telangana 500020, India",1619945004000
215,Hyderabad,0,500008,Hyderabad,02/05/2021,0,0,-1,53,9848034747,01:02:32 PM,PREMIER HOSPITAL,-1,18,0,"12-2-718, Khader Bagh Rd, Padmanabha Nagar, Toli Chowki, Hyderabad, Telangana 500008, India",1619940752000
216,Hyderabad,0,500025,Hyderabad,02/05/2021,7,2,-1,10,8341816161,07:40:25 AM,PULSE HOSPITAL - PADMARAO NAGAR,-1,8,0,"6-1, 103/1, CRPF Rd, Abhinav Colony, Walker Town, Padmarao Nagar, Secunderabad, Telangana 500025, India",1619921425000
217,Hyderabad,4,,Hyderabad,28/04/2021,0,0,-1,3,--,05:47:02 PM,RAGHAVENDRA HOSPITALS (A UNIT OF SKHC PVT LTD) ,-1,4,3,,1619612222000
218,Hyderabad,1,500034,Hyderabad,02/05/2021,0,0,-1,10,9959115050,12:12:57 PM,RAINBOW CHILDREN HOSPITAL BANJARA HILLS ,-1,3,3,"Road No. 2, near Hotel Park Hyatt, Sri Nagar Colony, Kamalapuri Colony, Banjara Hills, Hyderabad, Telangana 500034, India",1619937777000
219,Hyderabad,9,,Hyderabad,02/05/2021,5,5,-1,40,--,09:04:18 AM,RAINBOW CHILDRENS HEART INSTITUTE (A UNIT OF RAINBOW SPECIALITY HOSPITALS PVT LTD.) ,-1,20,22,,1619926458000
220,Hyderabad,20,,Hyderabad,30/04/2021,0,0,-1,35,--,05:05:08 PM,"Rainbow childrens Medicare pvt ltd Vikrampuri,Secundrabad",-1,22,31,,1619782508000
221,Hyderabad,0,500029,Hyderabad,02/05/2021,6,5,-1,6,9849084566,09:38:38 AM,RAVI HELIOS HOSPITAL - INDIRA PARK,-1,8,0,"3-6-210, Himayat Nagar Rd, Valmiki Nagar, Domalguda, Himayatnagar, Hyderabad, Telangana 500029, India",1619928518000
222,Hyderabad,2,500016,Hyderabad,02/05/2021,2,0,-1,6,9032030459,06:41:01 AM,RENEW MEDICAL & REHABILITATION CENTRE - BEGUMPET,-1,2,2,"1-11-240/2/A, opposite Pearl Apartments, near Babai Tiffins, Begumpet, Hyderabad, Telangana 500016, India",1619917861000
