id,total_beds_allocated_to_covid,available_icu_beds_with_ventilator,pincode,total_beds_without_oxygen,officer_name,hospital_phone,officer_designation,hospital_name,available_icu_beds_without_ventilator,total_icu_beds_with_ventilator,hospital_address,district,total_beds_with_oxygen,available_beds_with_oxygen,last_updated_on,hospital_category,area,fee_regulated_beds,available_beds_without_oxygen,total_icu_beds_without_ventilator,charges
439,100,0,,9,Dr.Vijay Nighot,9890276968,MS,Bhimashankar Ayurvedic Hospital Research Centre,0,1,Pune,Pune,80,33,1619940114000,DCHC,Rural/DHO,150,3,10,Chargeable
440,50,0,,20,Dr. Bokhare,8007771999,MS,CARE HOSPITAL WAGHOLI,0,3,WAGHOLI,Pune,22,0,1619943033000,DCHC,Rural/DHO,0,0,5,Chargeable
441,15,0,,5,Dr santosh napte,7507077608  9969595757  7709442323,MO,Chiatanya Hospital  Koregaon Bhima Shirur,0,0,"Pune Nagar Road, Koregaon Bhima, Tal Shirur",Pune,10,2,1619765049000,DCHC,Rural/DHO,15,3,0,Chargeable
442,42,0,,5,Dr. Harun,9834975542,MS,"Chintamani Hospital, Koregaon",0,2,"Koregaon, PUNE",Pune,27,0,1619933318000,DCHC,Rural/DHO,42,0,8,Chargeable
443,50,0,,33,Dr Deshmukh,9011696911,MO,"Core Hospital, Khed",0,2,khed,Pune,15,0,1619792688000,DCHC,Rural/DHO,0,0,0,Chargeable
444,50,0,,28,Dr Nitin Supekar,9960055611,MS,"Criticare Hospital, Chakan",0,2,Chakan,Pune,10,4,1618568728000,DCHC,Rural/DHO,25,18,10,Chargeable
445,15,0,,9,No Data Available,9049374040,No Data Available,Deokate Hospital Baramati,0,2,Baramati,Pune,4,0,1619922592000,DCHC,Rural/DHO,0,0,0,Chargeable
446,35,0,,18,No Data Available,9822373869,No Data Available,Dhakne Hospital Talegaon Dabhade,0,2,Talegaon Dabhade,Pune,15,0,1619924281000,DCHC,Rural/DHO,35,1,0,Chargeable
447,50,0,,23,Dr. Hendre,9860383840,No Data Available,DHANVANTARI HOSPITAL SASWAD,0,2,SASWAD,Pune,12,0,1619594805000,DCHC,Rural/DHO,0,0,13,Chargeable
448,20,0,,0,Dr. Pravin Ugale,9890751164,MO,"Dr. Ugale Critical Care Hospital Centre, Alephata, Junnar",0,0,"Alephata, Junnar",Pune,13,0,1619780149000,DCHC,Rural/DHO,0,0,7,Chargeable
449,50,0,,14,No Data Available,9860017620,No Data Available,Gawade Hospital Baramati,0,2,Baramati,Pune,24,1,1619874513000,DCHC,Rural/DHO,50,6,10,Chargeable
450,12,0,,7,Ashish Badadare,9423580971,Medical officer,Giridhar Hospital & Maternity Home,0,0,Narhe Omkar Heights Bhmkar Nagar,Pune,1,0,1619867095000,DCHC,Rural/DHO,0,0,4,Chargeable
451,40,0,,0,No Data Available,02112223426,No Data Available,"Giriraj Hospital, Baramati",0,12,"Near Baramati ST Depot, Baramat, Pune",Pune,28,0,1619925032000,DCHC,Rural/DHO,18,0,0,Chargeable
452,16,0,,0,No Data Available,9096044482,No Data Available,Gorad Hospital Baramati,0,0,Baramati,Pune,16,0,1619771607000,DCHC,Rural/DHO,20,0,0,Chargeable
453,85,0,,25,Dr. Ramkar,9822247627,No Data Available,I MAX HOSPITAL WAGHOLI,0,3,WAGHOLI,Pune,50,0,1619756976000,DCHC,Rural/DHO,100,0,7,Chargeable
454,24,0,,0,No Data Available,9860885508,No Data Available,Jagannath Hospital Baramati,0,0,Baramati,Pune,24,0,1619925070000,DCHC,Rural/DHO,30,0,0,Chargeable
455,15,0,,3,Swapnil Ladkat,9822842042,MO,Jagruti Hospital Manjari,0,0,"Hake Vasti, Manjari Farm",Pune,12,3,1619944082000,DCHC,Rural/DHO,0,2,0,Chargeable
456,15,0,,0,leena dabada,7719028121,MO,JANHITARTH MULTISPECIALITY HOSPITAL,0,2,GHULE NAGAR MUNDHWA ROAD MANJARI BK PUNE,Pune,13,0,1619876142000,DCHC,Rural/DHO,0,0,0,Chargeable
457,30,0,,10,Dr Vinod Devmore,9890364104,No Data Available,"K K Multispeciality Hospital, Alandi",0,2,Alandi Pune,Pune,10,0,1619611719000,DCHC,Rural/DHO,58,0,8,Chargeable
458,15,0,,10,No Data Available,7517231333,No Data Available,Kamshet Hospital,0,0,Kamshet,Pune,5,0,1619768081000,DCHC,Rural/DHO,15,10,0,Chargeable
459,15,0,,5,No Data Available,9665791529,No Data Available,Khomane Hospital Baramati,0,0,Baramati,Pune,10,0,1619766641000,DCHC,Rural/DHO,15,0,0,Chargeable
460,16,0,,2,No Data Available,9881824081,No Data Available,Krushnadeep Hospital Kamshet,0,1,Kamshet,Pune,11,3,1619766218000,DCHC,Rural/DHO,15,2,2,Chargeable
461,45,0,,15,No Data Available,9975056908,No Data Available,"Langhe Hospital, Shikrapur",0,7,Shikrapur,Pune,23,0,1619841912000,DCHC,Rural/DHO,45,3,0,Chargeable
462,24,0,,0,No Data Available,9822255076,No Data Available,LifeLine Hospital Baramati,0,0,Baramati,Pune,24,0,1619936885000,DCHC,Rural/DHO,30,0,0,Chargeable
463,59,0,,12,Dr. Waware,9923337166,No Data Available,LIFELINE HOSPITAL WAGHOLI,0,1,WAGHOLI,Pune,39,0,1619844025000,DCHC,Rural/DHO,59,0,7,Chargeable
464,17,0,,13,No Data Available,9822047714,No Data Available,Londhe Hospital Baramati,0,0,Baramati,Pune,4,0,1619928285000,DCHC,Rural/DHO,17,0,0,Chargeable
465,25,0,,9,Dr. Omkumar Haline,9860085057,MO,"Lotus Multispeciality Hospital, Manjari, Haveli",0,3,"Manjari, Haveli",Pune,11,1,1619850930000,DCHC,Rural/DHO,25,6,2,Chargeable
466,35,0,,0,No Data Available,9822403422,No Data Available,Mahavir Hospital Kamshet,0,0,Kamshet,Pune,35,0,0,DCHC,Rural/DHO,35,0,0,Chargeable
467,0,0,,0,0,9552304597,0,"Mahesh Memorial Hospital, Alephata Junnar",0,0,junnar,Pune,0,0,0,DCHC,Rural/DHO,0,0,0,Chargeable
468,50,0,,6,Dr.Lohkare,9021028646,No Data Available,MAHESH SMRUTI Multi Specialty HOSPITAL SHEWALWADI,0,6,SHEWALWADI PUNE,Pune,24,0,1619869381000,DCHC,Rural/DHO,40,3,14,Chargeable
469,25,0,,17,No Data Available,9175028119,No Data Available,Matoshri Hospital Vadgaon,0,0,Vadgaon,Pune,4,0,1619768139000,DCHC,Rural/DHO,0,2,4,Chargeable
470,10,0,,7,Dr Rahul R Kawarkhe,7741889633,MO,"Mauli Hospital Pabal ,Shikrapur",0,0,"Pabal Chowk, Shikrapur",Pune,3,0,1619681344000,DCHC,Rural/DHO,10,0,0,Chargeable
471,38,0,,10,Amar Garje,7448286286  7038286286,No Data Available,Maulinath Hospital Shikrapur,0,1,"Shikrapur, Chakan Chowk Pune Nagar road, Pune 412208",Pune,20,0,1619520781000,DCHC,Rural/DHO,0,0,7,Chargeable
472,30,0,,15,Dr. Aniket Chaskar,9890886361,MO,Maxcare Hospital Narayangaon,0,1,"Narayangaon tal Junnar, pune",Pune,5,0,1619924616000,DCHC,Rural/DHO,0,5,9,Chargeable
473,20,0,,10,No Data Available,7875982194,No Data Available,Medi Square Hospital Perne,0,0,"Green Park,Near Perne Toll Plaza,Pune",Pune,10,0,1619946350000,DCHC,Rural/DHO,0,2,0,Chargeable
474,15,0,,7,Dr Natraj Sadafule,9561741141,Medical Officer,"Medwin Cares Hospital, Narhe, Haveli",0,0,Krishana Ghodnadikar Tower Bhumkar Chowk Pune,Pune,8,0,1619847681000,DCHC,Rural/DHO,15,3,0,Chargeable
475,24,0,,0,No Data Available,9890265918,No Data Available,Mehata Hospital Baramati,0,0,Baramati,Pune,24,0,0,DCHC,Rural/DHO,30,0,0,Chargeable
476,25,0,,3,Dr. Anjali Dudhgaonkar,9890662389,Medical Officer,"Millenium Hospital Hinjawadi, Tal. Mulshi",0,1,hinjawadi,Pune,16,0,1619784132000,DCHC,Rural/DHO,0,0,5,Chargeable
477,42,0,,33,Dr. Poonam,7588831919,MO,"Morya Hospital, Ubalenagar, Wagholi",0,1,"Ubalenagar, Wagholi",Pune,8,1,1619852221000,DCHC,Rural/DHO,12,7,0,Chargeable
478,35,0,,30,Dr. Laxminarayan Jha,8825190657,MO,"Mulshi Speciality Hospital,",0,0,Pirangut,Pune,5,0,1619878240000,DCHC,Rural/DHO,13,13,0,Chargeable
479,34,0,,24,No Data Available,9226181572,No Data Available,"Narwade Hospital,Ranjangaon",0,4,Shirur Pune,Pune,6,0,1619865673000,DCHC,Rural/DHO,0,0,0,Chargeable
480,0,0,,0,No Data Available,9730698447,No Data Available,"Nilkanth Hospital, Indapur",0,0,Indapur,Pune,0,0,0,DCHC,Rural/DHO,0,0,0,Chargeable
481,25,0,,8,DR ANUPAM JAISWAL,7387039191,MD ORTHO,NIXI ICU & ACCIDENT HOSPITAL,0,0,HANDEWADI CHAUK HADPASAR ROAD,Pune,13,2,1619933631000,DCHC,Rural/DHO,0,0,4,Chargeable
482,20,0,,0,No Data Available,9422143011 9975513434,0,"Om Chaitanya Hospital, Alephata, junnar",0,0,Junnar,Pune,20,0,1619768357000,DCHC,Rural/DHO,0,0,0,Chargeable
483,11,0,,4,No Data Available,9175826903 / 9975593724,No Data Available,"OM HOSPITAL, Pragaon Shingave,Ambegaon",0,1,Tal. Ambegaon Dis Pune,Pune,6,0,1619930699000,DCHC,Rural/DHO,0,0,0,Chargeable
484,14,0,,0,No Data Available,9822459390,No Data Available,Onkar Hospital Baramati,0,0,Baramati,Pune,14,0,1619839882000,DCHC,Rural/DHO,0,0,0,Chargeable
485,120,0,,25,Dr. Madhuli,9028009048,MO,"Pawana Hospital, somatane phata",0,15,Maval,Pune,65,3,1619853053000,DCHC,Rural/DHO,85,3,15,Chargeable
486,55,0,,44,Dr Pawar,9004869494,No Data Available,PAWAR  HOSPITAL CHAKAN,0,1,CHAKAN-KHED,Pune,10,0,1619681322000,DCHC,Rural/DHO,0,10,0,Chargeable
487,12,0,,0,No Data Available,8889831973,No Data Available,Pawar Hospital Baramati,0,0,Baramati,Pune,12,0,0,DCHC,Rural/DHO,15,0,0,Chargeable
488,24,0,,0,No Data Available,9594206018,No Data Available,Phoenix Multispeciality Hospital Wagholi Pune,0,2,Honey Complex 1st floor near bajar Pune nagar road wagholi pune,Pune,20,8,1619923856000,DCHC,Rural/DHO,0,0,2,Chargeable
489,50,0,,9,Dr. Tarachand Karale,7709328158,MO,"Pioneer Hospital, Somatane, Maval",0,4,"Somatane, Maval",Pune,32,0,1619768021000,DCHC,Rural/DHO,80,4,5,Chargeable
490,16,0,,6,No Data Available,7888290225,No Data Available,Rakshak Hospital Shikrapur,0,0,"Sambhajirao Karanje Market,Shikrapur",Pune,10,0,1619768179000,DCHC,Rural/DHO,0,0,0,Chargeable
491,45,0,,0,No Data Available,7887375649,No Data Available,RH Chandoli,0,0,Khed,Pune,45,2,1619930824000,DCHC,Rural/DHO,0,0,0,Chargeable
492,55,0,,30,No Data Available,9970522389,No Data Available,Sanchit Hospital Baramati,0,1,Baramati,Pune,24,0,1619429742000,DCHC,Rural/DHO,32,0,0,Chargeable
493,40,0,,20,No Data Available,9881289977,No Data Available,"Sanjeevan Hospital, Chakan",0,2,CHAKAN,Pune,14,0,0,DCHC,Rural/DHO,40,0,4,Chargeable
494,16,0,,7,No Data Available,9769447714,No Data Available,Sanjeevani Hospital Kamshet,0,1,Kamshet,Pune,5,0,1619773029000,DCHC,Rural/DHO,0,0,3,Chargeable
495,30,0,,0,Abhijeet Gaikwad,9923520254,No Data Available,"Sanjivani Hospital,Lonavala",0,5,"Sanjivani Hospital,Lonavala",Pune,25,0,1619844687000,DCHC,Rural/DHO,30,0,0,Chargeable
496,20,0,,6,DR . NAYKODI D.S,8421385555,MO,SANKALP HOSPITAL SHIRUR,0,0,"SHIKSHAK COLONY, RAMLING ROAD , SHIRUR,  TAL= SHIRUR DIST = PUNE PIN CODE 412210",Pune,14,6,1619834309000,DCHC,Rural/DHO,20,5,0,Chargeable
497,42,0,,10,Dr. Hole,9850033971,MO,"Sant Sopandev Hospital, saswad",0,5,saswad,Pune,22,0,1619695703000,DCHC,Rural/DHO,26,0,5,Chargeable
498,15,0,,5,Dr Rahul Yadav,9822936400,MO,SAYALI NURSING HOME KONDWE DHAWADE,0,0,KONDWE DHAWADE NR TELEPHONE EX,Pune,10,0,1619932953000,DCHC,Rural/DHO,0,3,0,Chargeable
499,130,0,,10,No Data Available,9822494507,No Data Available,SDH Indapur,0,12,Pune,Pune,108,0,1619779840000,DCHC,Rural/DHO,0,0,0,Chargeable
500,50,0,,20,No Data Available,9225500902,No Data Available,Shantabai Deshpande Hospital Baramati,0,0,Baramati,Pune,30,0,1619863447000,DCHC,Rural/DHO,50,0,0,Chargeable
501,10,0,,0,No Data Available,9822247636,No Data Available,SHANTI HOSPITAL SANASWADI SHIRUR,0,0,SANASWADI PUNE NAGAR HIGWAY SHIRUR PUNE,Pune,10,0,1619852509000,DCHC,Rural/DHO,0,0,0,Chargeable
502,0,0,,0,Dr.Yogendra Pandey,7387008658,Medical Officer,"Shatayu Hospital Hinjawadi, Tal. Mulshi",0,0,mulshi,Pune,0,0,1619780825000,DCHC,Rural/DHO,0,0,0,Chargeable
503,50,0,,32,No Data Available,8308385181 / 7972153463,No Data Available,Shivnandan Hospital Baramati,0,2,Baramati,Pune,10,0,1619701500000,DCHC,Rural/DHO,50,0,6,Chargeable
504,24,0,,0,No Data Available,8805418100,No Data Available,Shree Chaitanya hospital Baramati,0,0,Baramati,Pune,24,0,1619834683000,DCHC,Rural/DHO,24,0,0,Chargeable
505,31,0,,13,No Data Available,7038119200,No Data Available,Shree Hospital Baramati,0,2,Baramati,Pune,15,0,1619850666000,DCHC,Rural/DHO,0,0,1,Chargeable
506,10,0,,0,No Data Available,9819061310,No Data Available,SHREEYASH MULTISPECIALITY HOSPITAL KIRKATWADI,0,0,KIRKATWADI Singhroad Pune,Pune,10,0,1619674739000,DCHC,Rural/DHO,0,0,0,Chargeable
507,30,0,,10,No Data Available,9623131131,No Data Available,Shri Someshwar ICU & Hospital Waghalwadi Baramati,0,2,Waghalwadi Baramati,Pune,13,2,1619923009000,DCHC,Rural/DHO,0,5,5,Chargeable
508,50,0,,20,Dr Ajinkya Darekar,"9730900333, 8275455440,8275455440",0,"Shwas Hospital, Chakan",0,3,chakan,Pune,21,0,1619776145000,DCHC,Rural/DHO,50,0,6,Chargeable
509,0,0,,0,No Data Available,9922941674 9665647063,No Data Available,SIDDHIVINAYAK HOSPITAL INDAPUR,0,0,Indapur,Pune,0,0,1619197364000,DCHC,Rural/DHO,0,0,0,Chargeable
510,8,0,,3,Dr santosh awari,9970832213,MO,"Sinhgad Speciality Hospital,Nanded phata,Sinhagad Road Pune",0,0,"Nanded phata,Sinhagad Road Pune",Pune,5,2,1619924978000,DCHC,Rural/DHO,8,1,0,Chargeable
511,20,0,,0,Dr. Jamadar,9960980990,Medical Officer,"Spandan Hospital, Alephata, Junnar",0,0,"alephata, junnar",Pune,20,0,1619620612000,DCHC,Rural/DHO,0,0,0,Chargeable
512,40,0,,5,Dr. Mahadeo Gadade,8792123461,MO,"Surya Hospital, Shikrapur",0,6,"Shikrapur, Pune",Pune,29,0,1619944961000,DCHC,Rural/DHO,2,2,0,Chargeable
513,0,0,,0,0,9975564133,0,"Suryakant Hospital, Junnar",0,0,Junnar,Pune,0,0,0,DCHC,Rural/DHO,0,0,0,Chargeable
514,0,0,,0,Dr. Karnavat,9028814877,Medical Officer,"Sus Multispeciality Hospital, Tal. Mulshi",0,0,TAL .MULSHI,Pune,0,0,0,DCHC,Rural/DHO,0,0,0,Chargeable
515,40,0,,15,Dr. Pramila Bamble,8888205884,MO,Sushrut Hospital Rajgurunagar,0,1,"Sushrut hospital, Oposite to Hutatma Rajguru mahavidyalay, Pune Nashik Highway pune",Pune,10,2,1619926682000,DCHC,Rural/DHO,40,3,14,Chargeable
516,0,0,,0,No Data Available,9860240972,No Data Available,"Swami Vivekanand COVID Health Centre, Narayangoan",0,0,Narayangoan,Pune,0,0,0,DCHC,Rural/DHO,0,0,0,Chargeable
517,27,0,,18,Dr. Santosh Bhor,9890861966,MO,"Swasthya Hospital, Khodad Road, Narayangaon",0,0,Narayangoan,Pune,9,0,1619768975000,DCHC,Rural/DHO,0,0,0,Chargeable
518,54,0,,21,Dr. Vikas Jadhavar,7588507438,No Data Available,Talegaon Genral Hospital,0,1,Pune,Pune,10,0,1619924260000,DCHC,Rural/DHO,55,0,22,Chargeable
519,30,0,,10,No Data Available,8624953002,No Data Available,Velhe ITI CCC,0,2,"Velhe, Pune",Pune,18,0,1619431495000,DCHC,Rural/DHO,30,0,0,Chargeable
520,0,0,,0,No Data Available,9970846198,No Data Available,"Vighnahar Dedicated COVID Health Centre, Khamundi, junnar",0,0,"Khamundi, junnar",Pune,0,0,0,DCHC,Rural/DHO,0,0,0,Chargeable
521,10,0,,5,Dr. Ashutosh Bolij,9011301961,Nodle Officer,"Vighnaharta Multispeciality Hospital,  Narayangoan",0,0,"Savleram Market, 1st and 2nd Floor, Pune Nashik Highway, Narayangaon Tal Junnar, Pune",Pune,5,5,1619756566000,DCHC,Rural/DHO,10,5,0,Chargeable
522,25,0,,3,0,8999275172,0,"Waghmode hospital Alephata, Junnar",0,0,Junnar,Pune,18,0,1619772508000,DCHC,Rural/DHO,0,0,4,Chargeable
523,0,0,,0,No Data Available,0,No Data Available,"Ahilyabai Holkar Udyan, Baramati",0,0,Baramati,Pune,0,0,0,CCC,Rural/DHO,0,0,0,Chargeable
524,0,0,,0,Dr Gode,9423039139,No Data Available,"Bhakt Niwas, Devsthan Trust",0,0,Ozar,Pune,0,0,0,CCC,Rural/DHO,0,0,0,Chargeable
525,200,0,,200,Dr Sachin Kharat,9881595781/9850218999/9970340801,No Data Available,"Bharatiya Jain Sanghatana(BJS), Wagholi",0,0,Pune,Pune,0,0,1595429210000,CCC,Rural/DHO,200,404,0,Chargeable
526,80,0,,80,No Data Available,9423802095,No Data Available,"CCC Janseva Foundation,Ranawadi(Velha)",0,0,"AT Janseva Foundation,Ranawadi,Tal Velha Dist Pune",Pune,0,0,1619847615000,CCC,Rural/DHO,80,26,0,Chargeable
527,70,0,,70,No Data Available,8668394551,No Data Available,CCC Lonavala,0,0,"Lonavala, Pune",Pune,0,0,1619757281000,CCC,Rural/DHO,0,23,0,Chargeable
528,0,0,,0,No Data Available,0,No Data Available,"Dr Babasaheb Ambedkar Mulanche Vastighruh, Baramati",0,0,Baramati,Pune,0,0,0,CCC,Rural/DHO,0,0,0,Chargeable
529,0,0,,0,Dr. Baliram Baba Gadhave,7083497503,No Data Available,"Dr Babasaheb Ambedkar Mulanche Vastighruh, khed",0,0,khed,Pune,0,0,0,CCC,Rural/DHO,0,0,0,Chargeable
530,0,0,,0,No Data Available,0,No Data Available,"Dr Babasaheb Ambedkar Mulinche Vastigruh, Baramati",0,0,Baramati,Pune,0,0,0,CCC,Rural/DHO,0,0,0,Chargeable
531,49,0,,49,No Data Available,0,No Data Available,Golden Care Hospital,0,0,Hinjawadi,Pune,0,0,1594900723000,CCC,Rural/DHO,49,49,0,Chargeable
532,0,0,,0,Dr Pote,8669439948,No Data Available,"Government Polytechnic, Awsari, pune",0,0,Awsari pune,Pune,0,0,0,CCC,Rural/DHO,0,0,0,Chargeable
533,0,0,,0,Dr Bhosale,9209032736,No Data Available,Hariyana Stadium Khadki,0,0,Haveli,Pune,0,0,0,CCC,Rural/DHO,0,0,0,Chargeable
534,0,0,,0,Dr. Ashok Haribhau Raske,9422353825,No Data Available,"Indian Socity for social action,pune mery memorial school",0,0,Daund,Pune,0,0,0,CCC,Rural/DHO,0,0,0,Chargeable
535,0,0,,0,Dr. Suresh Dhekale,8805262670,No Data Available,ITI  Bhor,0,0,Bhor,Pune,0,0,0,CCC,Rural/DHO,0,0,0,Chargeable
536,0,0,,0,No Data Available,0,0,Kala vidnyan vanijya mahavidyalay vidyarthi Vasatigruh,0,0,Indapur,Pune,0,0,0,CCC,Rural/DHO,0,0,0,Chargeable
537,0,0,,0,0,8080782044,0,"Kasaramboli, Mulshi",0,0,Mulshi,Pune,0,0,0,CCC,Rural/DHO,0,0,0,Chargeable
538,200,0,,200,No Data Available,8275964116,No Data Available,Lenyadri Hospital,0,0,Pune,Pune,0,0,1616852680000,CCC,Rural/DHO,200,53,0,Chargeable
539,0,0,,0,No Data Available,7083370873,No Data Available,"Madarsha Lingali, Daund",0,0,Daund,Pune,0,0,0,CCC,Rural/DHO,0,0,0,Chargeable
540,100,0,,100,No Data Available,9822494507,No Data Available,Magasvargiy Mulanche Shaskiya Vastigruh Indapur,0,0,No Data Available,Pune,0,0,1600240259000,CCC,Rural/DHO,0,13,0,Chargeable
541,100,0,,100,No Data Available,No Data Available,No Data Available,Magasvargiy Mulinche Shaskiya Vastigruh Indapur,0,0,No Data Available,Pune,0,0,1600240277000,CCC,Rural/DHO,0,88,0,Chargeable
542,100,0,,100,No Data Available,No Data Available,No Data Available,Magasvargiy Mulinche Shaskiya Vastigruh Shirur,0,0,No Data Available,Pune,0,0,1599477264000,CCC,Rural/DHO,0,4,0,Chargeable
543,0,0,,0,No Data Available,No Data Available,No Data Available,Mahalunge CCC,0,0,"Mahalunge, ccc khed",Pune,0,0,0,CCC,Rural/DHO,0,0,0,Chargeable
544,300,0,,300,No Data Available,7588955736,No Data Available,Malegaon Covid Care Center,0,0,Malegaon,Pune,0,0,1619931967000,CCC,Rural/DHO,0,38,0,Chargeable
545,210,0,,210,No Data Available,8766437980,No Data Available,"Medical College Campus ,Baramati",0,0,Baramati,Pune,0,0,1619923057000,CCC,Rural/DHO,0,10,0,Chargeable
546,0,0,,0,No Data Available,9421352090,No Data Available,Mukbadhir vidhyalaya Bhor,0,0,Bhor,Pune,0,0,0,CCC,Rural/DHO,0,0,0,Chargeable
547,50,0,,50,No Data Available,0,No Data Available,"Shivtara Lodge,Jejuri,Purandar",0,0,No Data Available,Pune,0,0,1599477396000,CCC,Rural/DHO,0,15,0,Chargeable
548,15,0,,5,Dr. Suyog Dhamdhere,8308838989,MO,Shree Hospital (Shikrapur),0,0,"chakan chowk ,talegaon road , shikrapur",Pune,10,0,0,CCC,Rural/DHO,0,0,0,Chargeable
549,0,0,,0,No Data Available,0,No Data Available,"State Bank Of India Holiday Home Raywood,Lonawala",0,0,Pune,Pune,0,0,1589439100000,CCC,Rural/DHO,0,0,0,Chargeable
550,100,0,,100,No Data Available,9130310670,No Data Available,Tarangan CCC,0,0,Baramati,Pune,0,0,1619778778000,CCC,Rural/DHO,0,4,0,Chargeable
551,70,0,,10,Dr. Surekha Pol     Dr. Jivan Sartape,9822494507,No Data Available,Trauma Care Center Bhigawan,0,0,"Bhigawan, Indapur",Pune,60,60,1619175694000,CCC,Rural/DHO,0,10,0,Chargeable
552,0,0,,0,0,0,0,"Varvand School, Daund",0,0,Daund,Pune,0,0,0,CCC,Rural/DHO,0,0,0,Chargeable
553,75,0,,50,No Data Available,0,No Data Available,WAGHIRE FARMACY GIRLS HOSTEL,0,0,SASWAD,Pune,25,0,1600240382000,CCC,Rural/DHO,0,0,0,Chargeable
554,0,0,,0,No Data Available,9404998459,No Data Available,"Walchandnagar,Indapur",0,0,Indapur,Pune,0,0,0,CCC,Rural/DHO,0,0,0,Chargeable
555,104,0,,38,No Data Available,0,No Data Available,"Dr B. A. Cantonment General Hospital, Khadki",0,0,"Khadki Cantonment, Pune",Pune,66,0,1619587313000,DCHC,Khadki Cantonment Board,0,10,0,Chargeable
556,120,0,,0,No Data Available,9823959019 7262909474,No Data Available,"Pune Contonment Hospital, Pune",0,20,Pune,Pune,100,0,1619768600000,DCHC,Pune Cantonment,0,0,0,Government Free
557,20,0,,5,Dr.Sandeep Chavan,7276688247,MO,Shri Sant Tukaram Hospital Dehuroad,0,0,"104,East Mumbai Pune Road,Dehuroad.Pune- 412101",Pune,15,1,1619928304000,DCHC,Dehuroad Cantonment Board,20,5,0,Chargeable
558,80,0,,80,No Data Available,9011062329,No Data Available,Dr Babasaheb Cantonment General Hospital Dehuroad/Covid Care Center MG School MB Camp Dehuroad,0,0,Dehuroad,Pune,0,0,1619611048000,CCC,Dehuroad Cantonment Board,0,19,0,Chargeable
