id,area,available_icu_beds_with_ventilator,pincode,district,hospital_poc_phone,total_beds_without_oxygen,available_beds_without_oxygen,hospital_poc_name,total_icu_beds_without_ventilator,total_beds_with_oxygen,hospital_phone,hospital_name,available_icu_beds_without_ventilator,total_icu_beds_with_ventilator,available_beds_with_oxygen,hospital_address,last_updated_on,hospital_category
114,Bhopal,-1,462001,Bhopal,7554050707,120,64,GMC helpdesk,320,240,0755 254 0590,GMC Bhopal - DCH,0,-1,0,"Sultania Rd, near Hamidia Hospital, Royal Market, Medical College Campus, Kohefiza, Bhopal, Madhya Pradesh 462001, India",1619944931000,Government
115,Bhopal,-1,462039,Bhopal,9893496644,10,0,Nishant Jain,12,18,0755 429 3344,Pushpanjali Superspecialty Hospital,0,-1,0,"Zone 13, Ward 52, Aakriti Eco City Rd, opposite of Shubhalaya Vihar, Bawadiya Kalan, Salaiya, Bhopal, Madhya Pradesh 462039, India",1619936508000,Private
116,Bhopal,-1,,Bhopal,9691104376,4,2,DR. VIPIN TIWARI,4,4,"9691104376, 9691104376",D.H.R.C HOSPITAL,2,-1,2,,1619940194000,Private
117,Bhopal,-1,462030,Bhopal,7999366790,5,0,DR  PS Chowbey,15,25,"9407825154, 9993419280",Carewell Multispeciality Hospital,0,-1,0,"22, Gufa Mandir Rd, near Nevri Mandir, Vitthal Nagar, Nayapura, Lalghati, Bhopal, Madhya Pradesh 462030, India",1619939294000,Private
118,Bhopal,-1,462001,Bhopal,8839161356,0,0,Dr Saurabh Meghwani,13,17,0755 404 6401,Apex Hospital,0,-1,0,"117Shindi colony, Berasia Rd, Rusalli, Karond, Bhopal, Madhya Pradesh 462001, India",1619945862000,Private
119,Bhopal,-1,462026,Bhopal,9479955788,5,3,Dr Sandeep Gupta,5,10,0755 241 7888,Deepshikha Multispecialty Hospital,0,-1,0,"Hoshangabad Rd, Vidya Nagar, Bhopal, Madhya Pradesh 462026, India",1619944109000,Private
120,Bhopal,-1,462043,Bhopal,7067919843,0,0,SACHIN G CHOUKSEY,3,7,0755 244 6809,DULAR  HOSPITAL,0,-1,2,"A11, Surendra Garden, Police Station, Hoshangabad Rd, near Bagsewaniya, Surendra Garden, Bagmugaliya, Bhopal, Madhya Pradesh 462043, India",1619926931000,Private
121,Bhopal,-1,462016,Bhopal,8463891433,10,4,Dr virendra saini,7,3,"8463891433, 8463891433",Ayushmaan Bharat Hospital,0,-1,0,"Shivaji Nagar, Bhopal, Madhya Pradesh 462016, India",1619927292000,Private
122,Bhopal,-1,462038,Bhopal,9753084879,12,6,DR. ANIL AGHAY,5,11,098935 65702,SAI HOSPITAL & TRAUMA CENTRE,0,-1,5,"Karond Bypass Rd, near Vyanjan Hotel, Bhanpur, Bhopal, Madhya Pradesh 462038, India",1619917031000,Private
123,Bhopal,-1,462001,Bhopal,9893838789,0,0,Amit Dixit,6,3,0755 275 5051,R R HOSPITAL,0,-1,0,"80 Feet Rd, Near petrol pump, Pushpa Nagar, Bhopal, Madhya Pradesh 462001, India",1619941045000,Private
124,Bhopal,-1,462038,Bhopal,9179157663,21,18,Ritu Pandey,10,6,"9300737688, 9300737688",KAROND MULTI SPECIALTY HOSPITAL,0,-1,3,"Main Road, near Post Office, Radha Krishna Colony, Karond, Bhopal, Madhya Pradesh 462038, India",1619946131000,Private
125,Bhopal,-1,,Bhopal,9399319037,15,15,Dr. Subhash Richariya,6,9,"9630219065, 7909684743",Vaishno Hospital,1,-1,2,,1619918712000,Private
126,Bhopal,-1,462030,Bhopal,9425010240,3,3,RAJESH  Katiyar,0,17,0755 266 5328,TRIPTI MULTI SPECIALTY & TRAUMA CENTRE,0,-1,1,"Tripti Hospital, Gufa Mandir Road, Lalghati Chauraha, Lalghati Square, Kollu Kheri, Lalghati, Bhopal, Madhya Pradesh 462030, India",1619917938000,Private
127,Bhopal,-1,462001,Bhopal,8120401607,17,0,Ravi Saxena,14,19,"8120401607, 8120401607",Chirag Children Hospital,0,-1,0,"Plot No. 11, Sant Kanwar Ram Nagar, Berasia Rd, D-Sector, Firdous Nagar, Bhopal, Madhya Pradesh 462001, India",1619940792000,Private
128,Bhopal,-1,462022,Bhopal,9826838064,0,0,Rajesh Maithil,13,6,078284 44405,Rudransh Multi Speacility Hospital,0,-1,0,"F-4, Raisen Rd, Patel Nagar, Bhopal, Madhya Pradesh 462022, India",1619943469000,Private
129,Bhopal,-1,462003,Bhopal,9109101823,0,0,Vijaya Saxena,20,20,091091 01823,Smart City Hospital,0,-1,0,"Near Depot Square, Bharat Scout& Guide Building, Shyamla Hills Rd, Banganga Slums, North TT Nagar, TT Nagar, Bhopal, Madhya Pradesh 462003, India",1619942128000,Private
130,Bhopal,-1,462001,Bhopal,7089893725,16,0,Shubham Singh Rajput,14,20,081204 01607,Green City Hospital,0,-1,0,"Berasia Rd, Firdous Nagar, Bhopal, Madhya Pradesh 462001, India",1619945159000,Private
131,Bhopal,-1,462038,Bhopal,9644683746,5,0,Madhulika Saxena,2,0,"9644683746, 9644683746",NAVJEEVAN,0,-1,0,"Navjeevan Colony, Bhanpur, Bhopal, Madhya Pradesh 462038, India",1619936876000,Private
132,Bhopal,-1,462030,Bhopal,7470898928,3,2,Mr Neelesh warathe,7,3,0755 355 1148,BHOPAL MULTISPECIALITY HOSPITAL,5,-1,2,"Indra Vihar Colony, Tilak Nagar, Lalghati, Bhopal, Madhya Pradesh 462030, India",1619944262000,Private
133,Bhopal,-1,462030,Bhopal,7987866579,2,0,Ashish Paliwal,8,0,098262 47096,Central Hospital,0,-1,0,"Indira Vihar, B-123, Airport Rd, Tilak Society, Tilak Nagar, Lalghati, Bhopal, Madhya Pradesh 462030, India",1619939429000,Private
134,Bhopal,-1,462016,Bhopal,9993370611,6,0,Shri DILIP,8,26,0755 404 0000,Narmada Trauma Centre,0,-1,0,"E3/23, E-3, Arera Colony, Bhopal, Madhya Pradesh 462016, India",1619928951000,Private
135,Bhopal,-1,462023,Bhopal,9926333173,8,0,Ram kumar Deshmukh,8,0,"7554920111, 9926333173",PRABHATSHRI HOSPITAL,0,-1,0,"C-9, Padmanabh Nagar, Ashoka Garden Road, PO, opposite Royal Enfield Showroom, Arun Nagar, New Subhash Nagar, Old Subhash Nagar Colony, Govindpura, Bhopal, Madhya Pradesh 462023, India",1619942972000,Private
136,Bhopal,-1,462030,Bhopal,9993366621,200,0,Dr. Mangalgiri,200,700,0755 270 9100,Chirayu Medical College,0,-1,0,"Bhopal-Indore Highway Bhainsakhedi, Bairagarh, Bhopal, Madhya Pradesh 462030, India",1619939956000,Private
137,Bhopal,-1,462022,Bhopal,7049855446,10,1,Dr. Tarun,2,8,"9893128652, 9589895775",APPLE  CHILDREN HOSPITAL,0,-1,0,"Bhawani Dham, Narela, Chhatrapati Nagar, Narela Shankri, Ayodhya Nagar, Bhopal, Madhya Pradesh 462022, India",1619943070000,Private
138,Bhopal,-1,462001,Bhopal,9425020443,6,0,Dr Athar,0,6,0755 273 1936,SILVER LINE,0,-1,0,"Old Taj Market, 80, Taj-ul-Masjid Rd, Motia Talab, Kali Basti, Peer Gate Area, Bhopal, Madhya Pradesh 462001, India",1619929660000,Private
139,Bhopal,-1,462024,Bhopal,8839888784,0,0,Akhilesh,8,22,"7049684884, 8819011826",Lotus Hospital,0,-1,7,"No. 03 312, AIIMS Gate, 2 B Saket Nagar, Saket Nagar, Habib Ganj, Bhopal, Madhya Pradesh 462024, India",1619914792000,Private
140,Bhopal,-1,,Bhopal,7611148888,0,0,Madan,0,25,"9111666100, 9111666100",Mansarovar Ayurvedic Medical College,0,-1,0,,1619915388000,Private
141,Bhopal,-1,462022,Bhopal,9425437782,10,0,DR G R ADLAK,4,10,0755 275 9622,GAYTRI MULTI SPECIALITY HOSPITAL,0,-1,0,"68, Bhopal Bypass Rd, Bijli Colony, Anandnagar, Bhopal, Madhya Pradesh 462022, India",1619944765000,Private
142,Bhopal,-1,462038,Bhopal,9340601569,0,0,Dr. DEEPAK,0,6,093406 01569,Promise Children and General Hospital,0,-1,0,"plot no. 8, fiza colony, Berasia Rd, infront of Triveni Heights, Housing Board Colony, Viswakarma Nagar, Karond, Bhopal, Madhya Pradesh 462038, India",1619942283000,Private
143,Bhopal,-1,462021,Bhopal,9826059857,3,0,DR SANJAY GUPTA,12,18,0755 275 9857,ARADHNA MATERNITY & KIDNEY,0,-1,0,"M-31 Main Road Infront of Petrol Pump, Sector A, Piplani, Sonagiri, Bhopal, Madhya Pradesh 462021, India",1619937151000,Private
144,Bhopal,-1,462001,Bhopal,9755007592,3,2,DR. MANOJ,7,0,070204 00692,MUSKAN CHILDREN & GENERAL HOSPITAL,1,-1,0,"H No 147, Green Park Colony, Main Road, Dig Bunglow, Berasia Rd, opposite Hero Showroom, DIG Bunglow, Green Park Colony, Jamalpura, Bhopal, Madhya Pradesh 462001, India",1619939527000,Private
145,Bhopal,-1,462003,Bhopal,9827229113,260,220,DR ANJU GUPTA,0,0,0755 277 0047,AYUSH CCC,0,-1,0,"No.12, Gomantika Parisar, 3rd Floor, Bhadbhada Road, North TT Nagar, TT Nagar, Bhopal, Madhya Pradesh 462003, India",1619942507000,Government
146,Bhopal,-1,462022,Bhopal,7000390678,5,0,DEEPAK KATIYAR,14,6,092854 31559,HOPE SS HOSPITAL,8,-1,4,"1, Ayodhya Bypass Rd, Mohan Nagar, Prakash Nagar, Mamta Nagar, Bhopal, Madhya Pradesh 462022, India",1619945354000,Private
147,Bhopal,-1,462016,Bhopal,8305478739,8,0,Dinesh Arya,16,6,"8305478739, 8305478739",Indian Red Cross Society Hospital,0,-1,0,"MP State Branch Red Cross Bhawan, Shivaji Nagar, Bhopal, Madhya Pradesh 462016, India",1619945468000,Private
148,Bhopal,-1,462038,Bhopal,9826823813,10,7,Ritesh purohit,3,22,0755 274 8309,BMHRC,0,-1,0,"Bhopal Bypass Rd, Bhopal, Madhya Pradesh 462038, India",1619942824000,Government
149,Bhopal,-1,462001,Bhopal,9425017148,0,0,Deepak Lakhani,16,18,098272 04548,Bhopal Care Hospital,0,-1,0,"86, Motia Talab Rd, in front of Tajul Masjid, Royal Market, area, Kohefiza, Bhopal, Madhya Pradesh 462001, India",1619938594000,Private
150,Bhopal,-1,462010,Bhopal,6263109171,10,0,Adarsh thakur,9,5,"9340077180, 9174884411",Aadhar hospital,1,-1,0,"Radha Krishna Colony, Karond, Bhopal, Madhya Pradesh 462010, India",1619942333000,Private
151,Bhopal,-1,462016,Bhopal,7552446139,2,0,Mrs Unnati,3,15,0755 244 6139,ATAL MEMORIAL CANCER CARE HOSPITAL,1,-1,1,"332, E-7, Arera Colony, Bhopal, Madhya Pradesh 462016, India",1619938017000,Private
152,Bhopal,-1,462016,Bhopal,9630092300,130,0,DR. A. K. CHOUDHARY,50,300,"9993044490, 7999545568",LN JK HOSPITAL,0,-1,0,"Indus Empire, Shahpura, Shirdipuram, Kolar Rd, Bhopal, Madhya Pradesh 462016, India",1619920557000,Private
153,Bhopal,-1,,Bhopal,9434037373,33,21,DR. MAHESHWARI BHAGAT,2,15,"9434037373, 9434037373",COMPOSITE HOSPITAL BANGRASIYA,0,-1,0,,1619940102000,Government
154,Bhopal,-1,462001,Bhopal,9993420834,10,0,Akeel Khan,30,20,0480 624 2505,ABM Hospital,0,-1,0,"Thelay wali sadak, Kohefiza, Bhopal, Madhya Pradesh 462001, India",1619943195000,Private
155,Bhopal,-1,462011,Bhopal,9826525929,0,0,Dr Shagufta,10,30,0755 420 9993,NAVODAYA_COVID_CENTRE,0,-1,0,"41, near The Hotel OASIS, Zone-II, Maharana Pratap Nagar, Bhopal, Madhya Pradesh 462011, India",1619940888000,Private
156,Bhopal,-1,,Bhopal,9826099168,9,5,Om Verma,4,0,"9229772290, 8871732096",Balaji Children Hospital,0,-1,0,,1619938351000,Private
157,Bhopal,-1,462016,Bhopal,8519068275,3,0,R neekanth,0,9,084628 22222,Jainamshree Multispeciality Hospital,0,-1,0,"E5, 47, near Bagheera apartment, E-5, Arera Colony, Bhopal, Madhya Pradesh 462016, India",1619945651000,Private
158,Bhopal,-1,462003,Bhopal,9424400220,17,9,Mr. Udya Dixit,13,20,0755 276 4407,Peoples General Hospital Pvt. Ltd.,0,-1,4,"opposite Rajbhavan Road, Malviya Nagar, Bhopal, Madhya Pradesh 462003, India",1619924609000,Private
159,Bhopal,-1,462042,Bhopal,8109676820,16,16,DR.SATYANARAYAN SHUKLA,6,3,087704 44519,MAHAVEER MULTISPECIALITY HOSPITAL,2,-1,1,"H-31, Rajved Colony, Rajharsh Colony, Kolar Rd, Bhopal, Madhya Pradesh 462042, India",1619939569000,Private
160,Bhopal,-1,,Bhopal,9818921400,160,157,Dr. Razil Akhtar,0,0,"9915942553, 8349673350",3 EME Center CCC,0,-1,0,,1619926778000,Government
161,Bhopal,-1,462001,Bhopal,9111026956,2,2,DR Satyendra Pathak,10,10,"7898303567, 9111026956",CVS Apollo Hospital,0,-1,3,"Murli Nagar, Karond, Bhopal, Madhya Pradesh 462001, India",1619940146000,Private
162,Bhopal,-1,,Bhopal,8851414166,500,491,DR. ANUPAM MISHRA,0,0,", ",SAGAR GROUP OF INSTITUTION(SISTEC),0,-1,0,,1619918315000,Government
163,Bhopal,-1,,Bhopal,8871755464,5,5,J.P Pandey,7,3,"9179123498, 9179123498",Deep Shree Hospital,7,-1,3,,1619943930000,Private
164,Bhopal,-1,462023,Bhopal,9977683553,120,75,Jitendra Verma,12,30,0755 248 8090,Career Institute of Medical Sciences Bhopal,0,-1,0,"Opp to Dussehra ground, Eastern Rd of BHEL, Sector A, Govindpura, Bhopal, Madhya Pradesh 462023, India",1619939882000,Private
165,Bhopal,-1,462042,Bhopal,9926508034,4,1,DR RAMKISHAN YADAV,6,3,0755 241 4550,V CARE CHILDREN HOSPITL,0,-1,1,"D K 2, 412, 24, Kolar Rd, Near Mpeb Office, Danish Kunj, Kolar Rd, Bhopal, Madhya Pradesh 462042, India",1619938083000,Private
166,Bhopal,-1,462039,Bhopal,9009992737,0,0,DR RAJIV DALELA,3,12,090099 92737,JANKI HOSPITAL,0,-1,0,"Plot no 469 Phase, 1, Raghunath Nagar, Rohit Nagar, Bawadiya Kalan, Gulmohar Colony, Bhopal, Madhya Pradesh 462039, India",1619945815000,Private
167,Bhopal,-1,462047,Bhopal,7879757669,10,0,ATUL CHODHARY,23,7,"9826419790, 9826419790",NIRAMAYA,0,-1,0,"Plot no. 1,2, Rajeshwar Complex, main, Hoshangabad Rd, near IPS School, Misrod, Bhopal, Madhya Pradesh 462047, India",1619939772000,Private
168,Bhopal,-1,462003,Bhopal,8120030250,0,0,Kushagra Khiwani,5,3,0755 423 2463,A K Hospital,0,-1,0,"7th Block, Sanjay Complex, Main Road 2,, Mata Mandir,, Aradhana Nagar, Bhopal, Madhya Pradesh 462003, India",1619940215000,Private
169,Bhopal,-1,462043,Bhopal,9981057127,4,4,Dr Narendra pal,13,13,"9981057127, 9981057127",MOUNT HOSPITAL,0,-1,0,"Bagmugaliya, Bhopal, Madhya Pradesh 462043, India",1619941223000,Private
170,Bhopal,-1,462024,Bhopal,9425009911,0,0,Dr j.p. Paliwal,20,40,094250 09933,PALIWAL,0,-1,0,"Plot No. 26-27 ISBT Commercial Campus, Hoshangabad Rd, Habib Ganj, Bhopal, Madhya Pradesh 462024, India",1619922918000,Private
171,Bhopal,-1,462042,Bhopal,9131898152,0,0,dR YASHWANT,100,450,097550 80808,LN MEDICAL COLLEGE (CONTRACT),0,-1,0,"J.K. Town Kolar Road Sector, Sarvadharam C Sector, Shirdipuram, Kolar Rd, Bhopal, Madhya Pradesh 462042, India",1619945146000,Government
172,Bhopal,-1,462038,Bhopal,9752432582,8,8,AAROGYA RECEPTION,22,8,"9752432582, 9752432582",AAROGYA NIDHI HOSPITAL,3,-1,2,"plot no 10 sharda nagar, lambakheda, Berasia Rd, Bhopal, Madhya Pradesh 462038, India",1619942775000,Private
173,Bhopal,-1,,Bhopal,9827204656,0,0,DR RAJIV SHARDA,4,8,", ",SHARDA HOSPITAL & DIAGNOSTIC CENTRE,0,-1,0,,1619940036000,Private
174,Bhopal,-1,462001,Bhopal,9425004150,18,5,Dr Rakesh Shrivastava,16,86,0755 255 6812,DH - BHOPAL J. P. Hospital,0,-1,1,"1250, Link Road No.2 Tulsi Nagar, Shivaji Nagar, Bhopal, Madhya Pradesh 462001, India",1619944249000,Government
175,Bhopal,-1,,Bhopal,8889991136,1,0,AKASH,3,3,"9755189137, 9755189137",SHUBH HOSPITAL,0,-1,0,,1619941716000,Private
176,Bhopal,-1,462026,Bhopal,9425022297,9,0,Dr Piyush Vyas,5,5,0755 427 0008,SAHARA Hospital,0,-1,0,"near Water Tank, Vidya Nagar, Bhopal, Madhya Pradesh 462026, India",1619939807000,Private
177,Bhopal,-1,,Bhopal,8989872904,24,0,Kanhaiya Kumar,13,13,", ",Citi Multispecialty Hospital,0,-1,0,,1619941803000,Private
178,Bhopal,-1,462016,Bhopal,9425606598,3,1,ANKIT SHARMA,8,11,094256 06598,Arera Trauma & Critical Care Hospital,1,-1,1,"240, E-3, E-3, Arera Colony, Bhopal, Madhya Pradesh 462016, India",1619942169000,Private
179,Ratlam,-1,457001,Ratlam,8305102787,0,0,BHAVISHYA RATHORE,4,46,"8305102787, 8305102787",RAILWAY HOSPITAL,0,-1,0,"M.P.E.B Colony, Ratlam, Madhya Pradesh 457001, India",1619942886000,Government
180,Bhopal,-1,462039,Bhopal,7999623457,6,0,DR ROHIT,12,12,"7999623457, 7999623457",NEW ERA SUPERSPECIALITY,0,-1,0,"Near Bank of Baroda, India Post, colony, Fortune Pride, Trilanga, Bhopal, Madhya Pradesh 462039, India",1619917289000,Private
181,Bhopal,-1,462020,Bhopal,7675033335,0,0,Dr. Lakshmi Prasad,200,300,0755 298 2607,All India Institute of Medical Sciences,0,-1,0,"Saket Nagar, AIIMS Campus, Saket Nagar, Bagh Swaniya, Bhopal, Madhya Pradesh 462020, India",1619935720000,Government
182,Bhopal,-1,462022,Bhopal,9713521930,10,6,Pooja,25,50,0755 426 2151,ANANTSHREE HOSPITAL,0,-1,0,"39 Gate, No-1, 40, Raisen Rd, canara bank Sector A, Shaheed Bhagat Singh Market, Indrapuri A sector, Sector A, Indrapuri, Bhopal, Madhya Pradesh 462022, India",1619946591000,Private
183,Bhopal,-1,462032,Bhopal,7000904634,8,5,Amit Wankhede,4,4,094251 49633,Maheshwari Hospital,0,-1,0,"Shop No:7, Gufa Mandir Rd, Om Shiv Nagar, Om Shiv Colony, Lalghati, Bhopal, Madhya Pradesh 462032, India",1619924123000,Private
184,Bhopal,-1,462023,Bhopal,7089203006,10,0,ROSHAN BHATNAGAR,4,16,0755 426 1002,ROSHAN Hospital,0,-1,0,"7, A-B, Raisen Rd, Govind Garden, Govindpura, Bhopal, Madhya Pradesh 462023, India",1619942709000,Private
185,Bhopal,-1,462001,Bhopal,9977999146,10,0,Dr Chaturvedi,0,18,0755 266 5720,JAWAHARLAL Nehru Cancer  Hospital,0,-1,0,"P.B, No. 32, Cancer Hospital Rd, Idgah Hills, Bhopal, Madhya Pradesh 462001, India",1619945094000,Private
186,Bhopal,-1,462008,Bhopal,9826075272,4,0,Mr. ANil Bhargava,6,23,0755 257 4158,CHARAK HOSPITAL AND RESEARCH CENTRE A UNIT OF MRITYUNJAY HEALTH CARE PVT LTD,0,-1,0,"Jahangirabad Square, Pratap Nagar, Jahangirabad, Bhopal, Madhya Pradesh 462008, India",1619943027000,Private
187,Bhopal,-1,462023,Bhopal,8889678633,24,7,Dr RS Roy,6,5,088896 78633,Om Hospital,0,-1,0,"R.K Plaza C-39, near Prabhat Petrol Pump, New Subhash Nagar, Padmanabh Nagar, Govindpura, Bhopal, Madhya Pradesh 462023, India",1619941545000,Private
188,Bhopal,-1,,Bhopal,9131479780,8,0,Hridesh Mewada,4,8,"9131479780, 7552642960",Kishnani Hospital,0,-1,0,,1619946439000,Private
189,Bhopal,-1,462039,Bhopal,9926370527,16,10,Sachin Malviya,6,18,"9926370527, 9926370527",Nirvana Multispecialty Hospital,3,-1,0,"E-8/106/23 NAVEEN, Sivoy, Door Sanchar Colony, GULMOHAR, Bhopal, Madhya Pradesh 462039, India",1619938809000,Private
190,Bhopal,-1,462026,Bhopal,9039002945,0,0,Mahesh MV,6,39,0755 248 8008,Noble Multispecilaity Hospital,0,-1,0,"PlOt no. , 269/1, Police Station, Hoshangabad Rd, opp. Misrod, Misrod, Bhopal, Madhya Pradesh 462026, India",1619941753000,Private
191,Bhopal,-1,462022,Bhopal,9893368702,2,0,Dr swapnil paliwal,3,3,086020 24879,Sakshi Hospital,0,-1,0,"127 Druga Chowk, Samanvay Nagar, Awadhpuri, Bhopal, Madhya Pradesh 462022, India",1619917122000,Private
192,Bhopal,-1,462026,Bhopal,7692940261,0,0,Ruchi Chaubey,45,180,0755 671 0300,RKDF Medical College Hospital & Research Centre(CONTRACT),0,-1,16,"NH-12, Behind Vrindavan Garden, Hoshangabad Road, Jatkhedi, Ruchi Lifescape, Jatkhedi, Bhopal, Madhya Pradesh 462026, India",1619941847000,Government
193,Bhopal,-1,,Bhopal,8305102787,290,273,COVID CONTROL RAILWAY,0,0,"8305102787, 8305102787",RAILWAY COACHES AT BHOPAL RAILWAY,0,-1,0,,1619917658000,Government
194,Bhopal,-1,,Bhopal,7999794626,2,0,Susheel Sharma,4,6,"8109998999, 9826663511",Vedanta Fracture and General Hospital,0,-1,2,,1619918636000,Private
195,Bhopal,-1,462037,Bhopal,7773010325,0,0,Peoples Helpdesk,60,240,0755 400 5110,People Medical College (Contract),0,-1,8,"Karond Bypass Rd, Peoples Campus, Bhanpur, Bhopal, Madhya Pradesh 462037, India",1619939465000,Government
196,Bhopal,-1,462022,Bhopal,8223994296,2,2,PANKAJ SHARMA,4,20,"8223994296, 8223994296",NEURON TRAMA CENTER & MULTISPECIALITY HOSPITAL,0,-1,1,"Service Rd, Sector B, Indrapuri, Bhopal, Madhya Pradesh 462022, India",1619917171000,Private
197,Bhopal,-1,,Bhopal,7389441528,15,2,ARJUN SINGH,0,0,"7987422997, 9827299178",VIDHYA VIHAR CCC,0,-1,0,,1619936051000,Government
198,Bhopal,-1,462001,Bhopal,9425010770,4,3,AK JAISWAL,6,4,086020 24389,MAYO HOSPITAL,0,-1,1,"SBI Chouraha, Sultania Rd, opp. S.B.I, S B I Bank Square, Shahid Nagar Colony, Kohefiza, Bhopal, Madhya Pradesh 462001, India",1619915510000,Private
199,Bhopal,-1,462016,Bhopal,9826426470,0,0,Dr Kapil Lahoti,30,0,0755 409 4306,Lahoti Hospital & Research Center,7,-1,0,"Bharat Nagar Road, Sector No.14, Opposite Sterling Apartment, Sector A, Shahpura, Bhopal, Madhya Pradesh 462016, India",1619941985000,Private
200,Bhopal,-1,,Bhopal,9993177199,20,19,Ramit Chaddha,0,10,"9039292202, 9039292202",Arihant Kidney and Multispecialty Hospital,0,-1,0,,1619937656000,Private
201,Bhopal,-1,462024,Bhopal,9406906777,50,10,DR V VINOD KUMAR,14,40,0755 250 2929,Kasturba Hospital,0,-1,0,"Kasturba Market, BHEL, Habib Ganj, opposite Habibganj Station, N-2, Habib Ganj, Bhopal, Madhya Pradesh 462024, India",1619946316000,Government
202,Bhopal,-1,462023,Bhopal,9893373338,10,8,MR. RISHI MEHTA,6,2,"9893373338, 9893373338",MONA MULTISPECIALITY HOSPITAL,2,-1,0,"Mona Hospital, Punjabi Bagh, Shanshah Garden, Bhopal, Madhya Pradesh 462023, India",1619915875000,Private
203,Burhanpur,-1,450331,Burhanpur,7879515238,0,0,RAJESH SOLANKI,3,5,"7879515238, 7879515238",Sakshhat hospital,0,-1,2,"Sanjay Nagar, Burhanpur, Madhya Pradesh 450331, India",1619927491000,Private
204,Burhanpur,-1,450331,Burhanpur,9827216222,6,6,DR G K JAIN,4,15,073252 41724,NIMAD HOSPITAL AND RESERCH CENTER,0,-1,5,"Amravat, Balaji Nagar, Burhanpur, Madhya Pradesh 450331, India",1619925829000,Private
205,Burhanpur,-1,450331,Burhanpur,9926066888,0,0,Dr. sumit Borale,30,100,076977 44444,All is well Private Hospital,0,-1,0,"Macro Vision Academy, Near, Mohammadpura, Madhya Pradesh 450331, India",1619930617000,Private
206,Burhanpur,-1,450331,Burhanpur,8770175590,0,0,Dr Rajesh Solanki,10,60,"8770175590, 8770175590",DH Burhanpur - DCHC-(DCHC - District Hospital),0,-1,14,"Badarpur Road, Guru Govind Singh Colony, Burhanpur, Madhya Pradesh 450331, India",1619919708000,Government
207,Burhanpur,-1,450331,Burhanpur,9425085620,10,2,DR.ANIL JAIN,0,30,070891 11234,APPLE PRIEVATE HOSPITAL,0,-1,1,"Govind Puram Colony, behind collector office, Burhanpur, Madhya Pradesh 450331, India",1619929524000,Private
208,Burhanpur,-1,450331,Burhanpur,9975374440,0,0,Dr.Sujay chouksey,17,3,"9975374440, 9975374440",KRISHANA LIFE CARE HOSPITAL BURHANPUR,0,-1,0,"Renuka Mata Mandir road, near shikarpura police station, in front of Gayatri mandir, Balaji Nagar, Burhanpur, Madhya Pradesh 450331, India",1619927860000,Private
209,Burhanpur,-1,450331,Burhanpur,8602802744,0,0,Dr.S.choudhary,5,5,"9179926606, 9179926606",ICON HOSPITAL BURHANPUR,0,-1,0,"Sanjay Nagar, Burhanpur, Madhya Pradesh 450331, India",1619931939000,Private
210,Burhanpur,-1,450331,Burhanpur,8770288387,50,37,Dr Gaurav Thawani,0,0,093025 11111,ANMTC Burhanpur-(CCC - Hostel),0,-1,0,"Renuka Mata Rd, behind Polytechnic College, Burhanpur, Madhya Pradesh 450331, India",1619919811000,Government
211,Chhatarpur,-1,471001,Chhatarpur,9981316909,129,32,DR ARVIND SINGH,12,91,"9981316909, 9981316909",DH Chhatarpur - DCHC,0,-1,0,"Mahal Rd, Naya Mohalla, Chhatarpur, Madhya Pradesh 471001, India",1619924675000,Government
212,Chhatarpur,-1,,Chhatarpur,9424345745,50,40,Dr Pankaj Rastogi,0,0,", ",Shree balaji dharamshala khajuraho,0,-1,0,,1619916048000,Government
213,Chhatarpur,-1,,Chhatarpur,8518883786,3,0,DR RAIES KHAN,2,13,"8518883786, 8518883786",NARMADA APNA HOSPITAL,0,-1,0,,1619936543000,Private
214,Chhatarpur,-1,,Chhatarpur,9752180341,8,8,Dr C P Yadav,0,0,", ",Dhadari  CCC,0,-1,0,,1619916126000,Government
215,Chhatarpur,-1,471001,Chhatarpur,7000125360,75,61,Dr Maharishi Ojha,0,5,"7000125360, 7000125360",Government Boys Hostel,0,-1,1,"Unnamed Road, Vishno Nagar, Chhatarpur, Madhya Pradesh 471001, India",1619915554000,Government
